Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,id,Composer,Artist,Licensed,Album_type,official_video
2,0.628553678,7.0,-2.346,0.174,0.023717733,0.915,0.006028568,0.527,92.096,113074.0,7119.0,278.0,1293585.0,8755,6,76.0,0,2.0,1
6,0.370146232,1.0,-7.522,0.0671,0.000109902,0.426,,0.785,115.993,260173.0,1327143.0,4414.0,,8756,2,90.0,0,,0
6,0.241626949,0.0,-8.371,0.0664,0.002460375,0.915,0.000791453,0.867,169.928,184040.0,1591820.0,9034.0,8346423.0,8757,10,5.0,0,,0
9,0.170953875,5.0,-6.108,0.0656,1.88e-05,0.627,,0.534,115.54,266307.0,873309.0,3685.0,21401276.0,8758,4,29.0,0,2.0,0
8,0.324242703,7.0,-5.028,,6.16e-05,0.4,0.001520875,0.77,100.254,255984.0,14821650.0,121254.0,25496623.0,8759,6,10.0,1,2.0,0
5,0.437245479,2.0,-5.335,0.0626,1.64e-06,0.828,0.000173741,0.354,104.992,269747.0,661342.0,562712.3426,12160763.0,8760,10,30.0,1,2.0,1
0,0.881974079,10.0,-3.032,0.409,3.58e-06,0.0142,0.444194947,0.332,,204880.0,38270.0,353.0,3146501.0,8761,9,82.0,0,2.0,0
2,0.042144192,5.0,-11.249,0.0315,0.2104025,0.918,0.002515456,0.464404735,125.009,338333.0,3932118.0,17527.0,6184372.0,8762,8,34.0,0,2.0,0
3,0.485587656,2.0,-3.142,0.0301,9e-06,0.0,,0.573,123.055,258827.0,110363273.0,515733.0,,8763,5,49.0,0,2.0,1
3,0.584277056,10.0,-3.838,0.0524,1.27e-07,2.1e-05,7.68e-05,0.758,185.063,220573.0,137115111.0,1013634.0,267559996.0,8764,6,33.0,1,2.0,1
0,0.280262036,5.0,-7.508,0.0435,0.055306341,,0.001030301,0.172,81.05,250267.0,77758993.85,595193.0,,8765,10,93.0,1,2.0,1
0,0.020796875,0.0,-10.357,0.0356,0.580093704,,0.003112136,0.231,168.964,232760.0,32456936.0,240626.0,202466711.0,8766,7,90.0,1,2.0,0
7,0.187149248,6.0,-7.889,0.0445,0.001157625,0.00012,,0.947,,218573.0,77673157.0,164440.0,,8767,3,72.0,1,2.0,1
6,0.442450728,1.0,-4.172,0.0351,0.097972181,0.0,0.000189119,0.81,119.003,207493.0,32228244.0,562737.8321,82825658.0,8768,3,82.0,1,2.0,1
1,0.016194277,,-13.259,0.0366,0.561515625,0.0,0.001601613,0.16,129.812,,5761585.0,562712.4885,30195005.0,8769,2,65.0,1,2.0,1
4,0.113379904,2.0,-7.94,0.0269,0.113379904,6.08e-05,0.000976191,0.367,80.365,253395.0,1062620.0,8015.0,18467079.0,8770,8,32.0,1,2.0,1
3,0.002628072,1.0,-14.238,0.036,0.895841344,3.41e-05,0.002352637,0.23,,267267.0,4556319.0,16238.0,40439058.0,8771,6,18.0,0,1.0,0
6,0.119823157,,-6.621084951,0.0623,0.032768,0.0,0.006751269,0.356,119.925,230973.0,41594.0,434.0,13283128.0,8772,2,8.0,0,,0
8,0.203297472,1.0,-3.161,,0.002097152,0.0004,0.000801765,0.595451171,107.022,226187.0,77671349.04,50879.0,240089658.0,8773,6,1.0,1,1.0,1
7,0.327082769,0.0,-6.168,0.0696,0.036926037,7.56e-05,0.000663055,0.534,110.049,225470.0,1023187.0,6282.0,881220.0,8774,5,34.0,0,,1
9,0.192100033,8.0,-6.048,0.0407,8.74e-06,2.97e-06,0.004410944,0.703,120.006,250082.0,5492854.0,62916.0,9237179.0,8775,0,49.0,0,1.0,1
6,0.410172407,5.0,-6.822,0.039,0.078402752,0.0402,0.003307949,0.287,,164242.0,3847227.0,32146.0,9887166.0,8776,10,56.0,0,1.0,0
7,0.30695046,7.0,-6.968,0.0965,0.002406104,0.0,0.001061208,0.185,146.015,163693.0,24549268.0,562723.618,28212643.0,8777,10,32.0,1,,1
7,0.157464,5.0,-6.826,0.057,0.121287375,0.0,0.000415161,0.544,,189333.0,49993659.0,423818.0,37800145.0,8778,0,45.0,0,2.0,1
8,0.306182024,1.0,-12.821,0.0524,0.001860867,0.0,0.000860085,0.726,117.05,261987.0,13173364.0,50879.0,41088037.0,8779,2,47.0,1,2.0,1
9,0.162771336,5.0,-4.768,0.315,6.89e-05,4.01e-05,0.001331,0.488,142.945,219056.0,77675668.05,218619.0,10408080.0,8780,4,5.0,0,1.0,1
6,0.478211768,8.0,-6.197176874,0.144,0.000860085,0.0,0.000768575,0.539679725,115.018,177391.0,81814.0,2918.0,1998539.0,8781,2,85.0,0,1.0,1
3,0.257160346,1.0,-8.011,0.277,0.129554216,0.0,0.007529536,0.511719149,89.812,266291.0,9900298.0,175435.0,83109952.0,8782,8,58.0,0,2.0,1
7,0.209584584,7.0,-5.906,0.216,0.013997521,0.0,0.001225043,0.237,178.929,238053.0,74404655.0,712192.0,197621714.0,8783,5,62.0,0,2.0,0
5,0.270840023,7.0,-6.312,0.428,0.138188413,,0.000273359,0.664,120.749,217867.0,12044310.0,562713.6758,180794240.0,8784,8,56.0,0,,1
8,0.105823817,8.0,-6.139,0.0523,0.068593242,0.0,0.021484952,0.635,128.014,204434.0,9112922.0,283602.0,66191827.0,8785,4,37.0,1,1.0,1
3,0.347428927,2.0,-5.756,0.0702,0.002000376,0.0,0.009663597,0.294,94.983,238972.0,8115145.0,124593.0,59437428.0,8786,4,34.0,0,2.0,1
6,,2.0,-6.683300239,0.0822,0.037259704,0.0,0.030371328,0.531935297,125.092,163302.0,6958896.0,121852.0,63116873.0,8787,6,27.0,0,2.0,0
8,0.241804367,7.0,-7.002,0.343,0.000228099,0.0,0.001367631,0.199,119.883,194227.0,11657963.0,125040.0,68494856.0,8788,6,11.0,1,,1
9,0.153130375,7.0,-8.509,,0.125966128,,0.009800344,0.271,115.016,186613.0,6632472.0,562712.5652,22345113.0,8789,2,18.0,1,2.0,0
6,0.485587656,9.0,-5.62,0.154,2.63e-06,2.18e-06,0.003723875,0.316,75.944,162237.0,502518.0,12520.0,1805097.0,8790,3,56.0,1,1.0,1
7,0.257259456,3.0,-6.536,0.0856,0.015438249,0.0,0.047045881,0.534258319,95.04,166200.0,1656451.0,562712.3459,18297954.0,8791,5,90.0,0,2.0,0
0,0.359612214,9.0,-6.006,,3.76e-05,0.0,0.066923416,0.518,171.176,357267.0,879974030.0,4337408.0,808323461.0,8792,10,69.0,1,2.0,1
1,0.291434247,2.0,-7.591,0.0305,0.016581375,0.000166,0.000761048,0.211,75.989,,94080140.0,388513.0,127659740.0,8793,10,67.0,1,2.0,1
1,0.140608,0.0,-8.648,,0.129848889,0.0,0.003652264,0.177,77.437,304880.0,77674209.21,190935.0,106804662.0,8794,10,76.0,1,2.0,1
1,0.381078125,0.0,-7.296,0.0244,0.001728,4.34e-05,,0.376,89.059,261360.0,26206456.0,127160.0,66860364.0,8795,8,58.0,1,2.0,0
1,0.359425431,4.0,-7.291,0.0237,0.046268279,,0.015069223,0.379,86.217,,1314619.0,562712.3442,3691032.0,8796,3,84.0,1,2.0,0
0,0.259694072,2.0,-7.989,0.0332,0.001157625,,0.001061208,0.113,133.99,326093.0,129457.0,1709.0,,8797,6,5.0,0,2.0,1
0,0.256047875,2.0,-7.566,0.032,4.91e-06,0.323,0.000454757,0.221,150.1,243453.0,4782686.0,12824.0,,8798,10,74.0,1,2.0,1
0,0.616295051,2.0,-8.957,0.0361,0.011852352,0.74,0.020570824,0.497831272,92.356,386907.0,482635.0,6584.0,4987749.0,8799,7,58.0,1,2.0,1
1,0.035937,9.0,-13.925,0.0275,0.014706125,0.000679,0.000310289,0.423025002,157.143,,56650189.0,536645.0,296526760.0,8800,6,34.0,1,2.0,1
4,0.159246963,0.0,-10.709,,0.012167,0.0,0.001061208,0.553,106.085,,105529.0,2861.0,24915324.0,8801,6,49.0,0,2.0,0
0,0.0004601,0.0,-19.322,0.0414,0.264609288,,0.001404928,0.0954,119.942,287893.0,11189501.0,166642.0,44631687.0,8802,5,67.0,0,2.0,0
1,0.010941048,,-15.508,0.0285,0.586376253,0.63,0.000935441,0.179,138.943,310733.0,227247.0,562712.3424,18060236.0,8803,10,34.0,0,2.0,0
1,0.047975262,7.0,-18.839,0.0353,0.830584,0.137,0.001442897,0.122,,,418292.0,6097.0,43130438.0,8804,7,1.0,0,2.0,0
0,0.032461759,1.0,-14.847,0.0299,0.337427589,0.718,0.001442897,0.0666,83.044,291040.0,578819.0,9845.0,,8805,6,93.0,0,,1
0,0.077308776,9.0,-10.857,,2.84e-05,0.00364,0.001560896,0.269,165.323,197333.0,,,9534440.0,8806,10,74.0,0,2.0,0
2,0.007529536,7.0,-15.632,0.0297,0.428661064,0.0423,0.001157625,0.138,123.008,238160.0,977259.0,13091.0,7652907.0,8807,0,,1,2.0,1
3,0.012008989,,-13.174,0.0301,0.001560896,0.00168,,0.168,96.856,297893.0,3082.0,132.0,15018548.0,8808,10,,0,2.0,0
3,0.023393656,7.0,-11.777,0.0366,0.408518488,0.00186,,0.347,173.004,230067.0,313511.0,4973.0,6528281.0,8809,8,24.0,0,2.0,0
3,0.609800192,5.0,-4.075,0.0745,1.33e-08,0.0,0.006331625,0.286,144.996,216441.0,37800446.0,562753.4459,71478666.0,8810,8,23.0,0,1.0,0
3,0.887503681,5.0,-3.913,0.0871,1.31e-08,0.00014,0.010941048,0.452,150.056,216938.0,65632.0,1588.0,,8811,10,23.0,0,1.0,0
2,0.405224,0.0,,0.0432,,3.2e-06,0.002628072,0.487,149.973,160238.0,2712942.0,15999.0,2832574.0,8812,10,,1,,1
2,0.890277128,0.0,-6.391,0.102,0.073806191,0.00125,0.082881856,0.546,,148479.0,16398211.0,195682.0,24423579.0,8813,5,90.0,0,3.0,0
2,0.827936019,,-3.318,0.0706,5.64e-09,0.000679,0.062099136,0.406,149.943,210625.0,2095200.0,26440.0,9146224.0,8814,10,56.0,1,1.0,1
5,0.935441352,10.0,-5.118,0.0925,3.31e-06,,0.010941048,0.63,139.991,191843.0,3436478.0,40852.0,42190812.0,8815,0,90.0,0,2.0,0
4,0.915498611,,-6.189612568,,0.000263375,3.56e-06,0.038614472,0.487,150.089,218587.0,77671383.87,59878.0,12159973.0,8816,2,8.0,0,1.0,0
1,0.005177717,5.0,-11.068,0.0356,0.799178752,0.0,0.014348907,0.305,113.882,195773.0,201802.0,2157.0,26979809.0,8817,10,75.0,0,2.0,0
1,0.359495653,5.0,-6.008,0.47,0.001061208,0.0,0.026198073,0.703,130.159,273133.0,5959021.0,86838.0,196756560.0,8818,0,27.0,0,2.0,0
3,0.206425071,9.0,-5.843,0.288,0.000555412,0.0,0.007880599,0.217,73.984,168661.0,3092450.0,37084.0,,8819,8,48.0,0,1.0,0
8,0.741217625,5.0,-6.209897782,,0.001860867,0.0,0.000122024,0.674,128.014,209533.0,41846884.0,339323.0,61162082.0,8820,6,90.0,1,2.0,1
6,0.065939264,9.0,-9.481,0.0818,0.053582633,0.0,,0.448,75.007,277840.0,77671339.58,47793.0,62368518.0,8821,4,35.0,1,2.0,1
2,0.504358336,1.0,-5.111,0.062,4.91e-06,0.0,0.00050817,0.534,155.99,240107.0,96827036.0,762827.0,,8822,10,72.0,1,2.0,1
1,0.171879616,9.0,-5.877,0.067,0.001685159,0.0,0.001601613,0.135,143.358,255640.0,158336553.0,565693.0326,66946574.0,8823,5,,1,2.0,0
3,0.302111711,0.0,-8.125,0.0491,0.003581577,0.0,,0.555,118.933,273342.0,14145027.0,159932.0,4523002.0,8824,8,56.0,1,1.0,1
9,0.447648624,,-4.624,,4.83e-06,5.48e-06,0.000820026,0.566662987,119.037,236147.0,16567637.0,80638.0,35022791.0,8825,10,46.0,1,2.0,1
7,0.248214669,,-8.216,0.241,0.008741816,,0.002515456,0.555,118.003,202539.0,,,1199885.0,8826,6,65.0,0,2.0,0
9,0.092959677,8.0,-8.782,0.261,2.06e-05,,,0.428,,200168.0,7343604.0,183189.0,98151955.0,8827,6,12.0,1,1.0,1
1,0.27760759,,-7.564,0.266,0.013997521,0.0,0.009938375,0.628,,168000.0,8043976.0,161018.0,7374533.0,8828,8,13.0,1,,0
7,0.315821241,5.0,-5.856,,0.002000376,,0.062099136,0.545260235,135.118,217507.0,101513492.0,1134184.0,97485202.0,8829,3,11.0,1,2.0,1
6,0.500067561,5.0,-3.9,,0.001601613,0.0,0.000690807,0.16,138.109,165972.0,77671294.08,9259.0,616491.0,8830,6,49.0,1,1.0,1
9,0.135796744,2.0,-8.004,0.301,0.022665187,0.000208,0.002628072,0.361,127.976,191644.0,1539171.0,22221.0,5890024.0,8831,8,36.0,1,,0
5,0.440711081,2.0,-9.049,0.153,1.64e-08,,0.000487443,0.158,176.903,135760.0,1570981.0,28322.0,16049895.0,8832,10,,1,1.0,1
6,0.240641848,2.0,-7.338,0.08,0.00046189,6.74e-06,0.026463592,0.296,139.954,194426.0,,,1058386.0,8833,7,56.0,1,2.0,1
7,0.298077632,,-11.16,0.222,0.007880599,0.0,0.009129329,0.901,178.069,149080.0,726446.0,562712.3427,13410852.0,8834,5,1.0,1,1.0,1
9,0.144703125,0.0,-7.588,,1.31e-05,6.48e-05,0.001520875,0.321,,181795.0,77671315.27,37149.0,3611709.0,8835,6,,1,2.0,1
5,0.508169592,2.0,-5.394,0.264,0.002924207,0.0,0.001191016,0.127,139.943,203774.0,77671296.18,17961.0,1248908.0,8836,2,69.0,1,2.0,1
4,0.089915392,5.0,-9.616,0.0396,0.048627125,5.3e-06,0.008741816,0.796,83.293,264504.0,12589119.0,148103.0,382532024.0,8837,6,34.0,1,,1
6,0.141708309,4.0,-11.35,0.0651,0.026198073,0.0,0.001860867,0.462907563,122.433,187067.0,1894467.0,22693.0,92820463.0,8838,8,50.0,0,2.0,0
3,0.10656062,0.0,-12.923,0.0484,0.000168197,2.84e-06,0.003442951,0.836,99.3,,43520.0,607.0,127355529.0,8839,6,,0,,0
8,0.153130375,9.0,-13.261,,0.00042019,1.96e-06,0.003796416,0.963,127.488,308373.0,13592702.0,191705.0,101832881.0,8840,2,56.0,1,,0
3,0.292754944,5.0,-11.5,0.0346,0.000400316,0.0,0.010648,0.936,122.956,215667.0,77671293.74,1129.0,83781981.0,8841,6,,0,3.0,0
1,0.038958219,,-13.487,,0.093576664,2.26e-05,,0.719,165.451,217800.0,12589119.0,148103.0,74476709.0,8842,10,56.0,0,3.0,0
2,0.338608873,7.0,-12.325,0.218,0.247096803,0.000914,0.421875,0.832,,187600.0,77671293.75,2616.0,28339352.0,8843,10,39.0,0,2.0,0
3,0.237176659,,-12.923,0.0324,6.64e-05,3.48e-05,,0.933,122.872,265840.0,70402.0,1129.0,15581780.0,8844,7,74.0,0,2.0,0
5,0.302111711,10.0,-11.894,0.0558,2.04e-07,0.00676,0.021253933,0.454774494,,209800.0,77671294.04,8872.0,19453350.0,8845,10,58.0,0,3.0,0
7,0.219256227,8.0,-5.737,,0.224755712,0.0,0.001560896,0.547238063,120.048,197093.0,9553322.0,63803.0,29545224.0,8846,4,80.0,1,2.0,1
6,0.267089984,8.0,-3.984,0.0396,0.049027896,0.0,0.001953125,0.509,91.947,193093.0,6445013.0,58587.0,25492067.0,8847,10,15.0,0,2.0,1
8,0.437245479,9.0,-5.292,0.156,6.84e-05,0.0,0.000573856,0.873,82.001,231853.0,5216684.0,55107.0,15888785.0,8848,2,26.0,1,2.0,1
6,0.553387661,10.0,-4.497,0.235,0.040834922,0.0,0.000390618,0.723,92.002,223507.0,27341327.0,151413.0,65208154.0,8849,7,,0,2.0,1
9,0.508169592,4.0,-4.396,0.0803,0.060698457,0.0,0.00057801,0.961,139.985,309238.0,57427273.0,323949.0,33535891.0,8850,0,10.0,1,2.0,1
6,0.357911,7.0,-4.115,0.189,0.004096,0.0,0.008741816,0.576202416,147.859,233514.0,,,50350602.0,8851,0,,0,2.0,1
4,0.328509,8.0,-5.749,0.041,0.148035889,0.0,0.001601613,0.451,81.999,201729.0,77686575.8,331941.0,69180047.0,8852,0,32.0,1,,1
6,0.406869021,5.0,-6.358346855,0.168,0.013312053,,0.007529536,0.804,,206400.0,31406375.0,106039.0,44469656.0,8853,2,48.0,0,2.0,1
5,0.563559976,9.0,-5.271,,6.02e-05,0.0,0.032461759,0.604,139.952,254400.0,2019269.0,30905.0,,8854,2,35.0,0,2.0,0
7,0.359425431,,-4.578,0.0746,0.000771095,,,0.89,93.972,200867.0,3437701.0,18798.0,31924334.0,8855,0,39.0,0,2.0,0
8,0.240641848,6.0,-7.547,0.0899,0.000976191,,0.000341532,0.518658802,92.039,197121.0,25528896.0,201840.0,8627424.0,8856,0,85.0,1,,0
6,0.363994344,7.0,-5.609,0.0512,0.200201625,,0.002248091,0.695,100.048,229240.0,77673447.24,172578.0,19524713.0,8857,2,,1,2.0,1
7,0.425259008,,-2.855,0.224,0.000180362,1.13e-06,0.00078123,0.246,172.038,319923.0,40495684.0,346454.0,14006658.0,8858,3,74.0,0,2.0,0
8,0.216,1.0,-5.823,,0.06239423,,,0.445,89.977,,77691628.52,365171.0,7569517.0,8859,1,58.0,1,2.0,1
5,0.590589719,4.0,-5.229,0.0557,0.012649337,,0.010648,0.41,90.974,,89140856.0,473899.0,26412168.0,8860,2,80.0,1,2.0,1
9,0.616295051,5.0,-3.308,0.168,0.005545233,0.0,0.000203297,0.766,95.009,,48304697.0,407408.0,11067855.0,8861,7,,1,2.0,1
6,0.362467097,5.0,-5.681,0.0325,0.139798359,0.0,0.000776152,0.628,90.922,216111.0,77791786.09,661929.0,,8862,8,38.0,1,2.0,0
8,0.640503928,7.0,-4.729,0.0668,0.016777216,3.89e-06,0.002460375,0.884,,237187.0,21853686.0,172463.0,12072442.0,8863,10,,0,1.0,1
8,0.252435968,6.0,-6.769,,0.005639752,1.1e-06,0.00057593,0.501,92.047,197121.0,9090332.0,85812.0,2825967.0,8864,0,48.0,1,2.0,1
3,0.686128968,10.0,-6.367392077,0.392,0.013997521,0.0,0.000895841,0.39,174.18,441070.0,77672377.29,137235.0,9227462.0,8865,6,13.0,0,2.0,0
6,0.120553784,1.0,-6.811,0.027,0.175616,0.0,0.011239424,0.206,119.998,,189326944.0,522267.0,70458121.0,8866,8,87.0,1,,1
6,0.094196375,10.0,,0.0289,,,0.001367631,0.198,,291467.0,595377372.0,1676193.0,86686707.0,8867,1,65.0,1,2.0,1
2,0.281358331,2.0,-7.485,,0.002197,0.0,0.000751089,0.199,132.073,290432.0,817434.0,21480.0,21760481.0,8868,4,,0,1.0,1
2,0.061629875,1.0,-7.168,,0.071991296,0.0,0.500566184,0.0909,120.981,330787.0,722490975.0,2620511.0,44395107.0,8869,8,56.0,0,2.0,1
6,0.037933056,7.0,,0.0293,,,0.001404928,,,,1658898.0,29736.0,41003222.0,8870,8,12.0,0,2.0,0
3,0.074088,0.0,-6.77,0.023,0.337153536,0.0,0.003048625,0.530576894,97.977,243053.0,25183497.0,94717.0,23809525.0,8871,0,87.0,0,2.0,0
3,0.351926546,,-6.139,0.0262,0.068593242,,0.002248091,0.228,139.97,218827.0,46900.0,574.0,18295791.0,8872,5,,0,2.0,0
2,0.060236288,2.0,-7.085,0.0297,0.267089984,0.0,0.001860867,0.277,141.448,203516.0,3845866.0,40787.0,22910858.0,8873,6,80.0,1,2.0,1
4,0.113379904,10.0,-6.935,0.0322,0.085834477,2.15e-05,0.003869893,0.288,127.919,,1625753.0,9273.0,16449077.0,8874,7,63.0,1,2.0,1
6,0.512,5.0,,0.0399,,0.0,0.000555412,,100.011,259333.0,113675457.0,563820.8458,482619005.0,8875,10,39.0,1,2.0,1
7,,9.0,-6.275463475,0.0454,0.006967871,0.0,0.000454757,0.655,,202907.0,76280054.0,726726.0,196974484.0,8876,3,1.0,1,2.0,1
4,0.428661064,0.0,-6.83,,0.083432973,0.00625,0.092959677,0.685,82.009,226587.0,762905.0,5570.0,31266678.0,8877,0,27.0,1,1.0,1
8,0.494913671,7.0,-3.903,0.0468,0.003048625,0.0,0.002048383,0.902,76.998,222293.0,28457398.0,123696.0,,8878,0,5.0,1,2.0,0
0,0.248858189,6.0,-7.243,0.0341,3.28e-05,0.0,0.000469097,0.14,140.044,231679.0,841776.0,11893.0,,8879,6,48.0,1,1.0,1
2,0.204336469,3.0,-7.56494289,0.0385,0.098611128,0.0,0.001295029,0.331,,212000.0,25259127.0,93827.0,31432988.0,8880,7,49.0,0,2.0,1
1,0.012008989,9.0,-9.801,0.0326,0.163857918,,,0.308,133.891,241200.0,208470.0,2102.0,20597114.0,8881,10,48.0,0,2.0,0
4,0.284890312,4.0,-6.209324629,0.0315,0.001815848,0.0,0.001225043,0.53,143.939,166440.0,1294333.0,15934.0,3837482.0,8882,2,,1,,1
4,0.267089984,2.0,-5.624,,0.000101195,0.0,0.166375,0.526,168.012,237600.0,3619681.0,15616.0,8354132.0,8883,10,23.0,1,2.0,1
6,0.3729195,5.0,-5.781,0.112,0.000122763,0.0,,0.515,79.92,,24735345.0,181078.0,80699919.0,8884,2,11.0,1,2.0,1
9,0.507514005,6.0,-3.802,0.234,0.000494914,0.0,0.005088448,0.545,,,77681936.72,294167.0,62759485.0,8885,5,75.0,0,1.0,0
1,0.679151439,0.0,-4.43,0.243,0.039950499,0.0,0.000533412,0.704,,231656.0,56663753.0,350829.0,30907432.0,8886,10,27.0,1,,1
2,0.290117528,9.0,-6.814985819,,0.046656,0.0,0.025412184,0.49,82.311,157400.0,77671293.74,1230.0,2019716.0,8887,10,34.0,0,2.0,1
3,0.513922401,2.0,-6.496344319,0.259,0.023639903,0.0,0.001157625,0.24,89.758,,77671516.4,80957.0,27441108.0,8888,8,,0,2.0,1
8,0.445943744,0.0,-4.187,0.0636,0.000194105,0.0,,0.574824572,134.107,,77671294.05,9045.0,27962153.0,8889,2,26.0,1,2.0,1
7,0.175616,10.0,-6.766,0.103,0.015813251,0.0,,0.564,,194979.0,3725354.0,29267.0,15055277.0,8890,2,,1,2.0,1
6,0.262144,4.0,-5.803,0.0621,0.000561516,0.0,0.013651919,0.487,95.928,173908.0,1255419.0,16985.0,4335600.0,8891,3,39.0,1,1.0,1
5,0.721734273,6.0,-5.299,0.149,0.00063384,0.0,0.002299968,0.554671676,135.082,215369.0,48459215.0,458211.0,19817667.0,8892,8,32.0,1,2.0,1
7,0.416832723,4.0,-7.028,0.0792,0.030080231,0.000821,0.001404928,0.477,164.092,203415.0,5394319.0,37723.0,31771420.0,8893,5,48.0,1,1.0,1
5,0.515849608,6.0,-4.92,0.0227,2.67e-05,0.0,0.000371695,0.5613184,95.99,270333.0,79049885.59,1498820.0,397652961.0,8894,7,55.0,0,,1
5,0.748613312,5.0,-4.897,0.039,0.000140608,0.0,0.000354895,0.656,144.091,296080.0,110757867.0,583346.0,428399851.0,8895,4,,1,2.0,1
5,0.521660125,10.0,-6.772145298,0.0336,0.043614208,1.02e-06,0.001643032,0.365,100.273,292800.0,71202092.0,351076.0,34349450.0,8896,3,35.0,1,2.0,1
2,0.43085118,4.0,-4.87,0.0414,1.38e-05,0.0,0.006028568,0.316,119.328,257760.0,71061.0,1218.0,11507787.0,8897,5,8.0,0,,0
3,0.707347971,5.0,-5.846,0.0263,6.79e-05,0.000114,0.000549353,0.54542579,96.882,290187.0,11437040.0,562713.4842,3742053.0,8898,9,33.0,1,2.0,1
4,0.162771336,6.0,-7.787,,0.052313624,0.0,0.000731433,0.349,127.746,287213.0,167973.0,1751.0,1714744.0,8899,6,72.0,0,2.0,0
4,0.590589719,6.0,-6.452,,1.65e-07,1.75e-06,0.003442951,0.535591953,129.091,257333.0,1035181.0,562712.3433,1583533.0,8900,9,5.0,0,2.0,1
3,0.771095213,5.0,-5.681,0.0359,2.8e-06,7.02e-06,0.153990656,0.548174744,120.903,,77671293.74,190.0,1028373.0,8901,2,33.0,0,2.0,0
6,0.387420489,0.0,-2.99,0.378,0.005000211,,0.000343,0.521,117.848,284733.0,211412840.0,2172972.0,574317946.0,8902,3,,1,2.0,1
5,0.413493625,4.0,-6.522,0.0914,0.000636056,0.0,,0.21,124.006,239726.0,1348441.0,27070.0,14985060.0,8903,4,85.0,0,1.0,1
6,0.212776173,10.0,-12.121,0.349,0.009663597,0.0214,0.127263527,0.451341974,,167573.0,839066.0,9579.0,,8904,2,18.0,0,2.0,0
9,0.220800161,6.0,-8.886,0.15,4.82e-08,0.0,,0.576,128.045,,6217020.0,36764.0,7490574.0,8905,2,34.0,1,2.0,0
6,0.508169592,1.0,-3.384,0.212,1.7e-05,0.0,0.109902239,0.723,,244680.0,77671293.74,138.0,5210282.0,8906,2,,1,1.0,1
6,0.416832723,8.0,-3.465,0.113,1.78e-05,2e-05,0.017779581,0.722,81.997,221013.0,12600343.0,77566.0,10117804.0,8907,10,66.0,1,2.0,1
4,0.575930368,7.0,-4.021,0.0777,0.035010683,0.0,0.000868251,0.741,145.101,203392.0,178562.0,5197.0,3833512.0,8908,10,34.0,0,2.0,1
0,0.082312875,10.0,-6.364,0.0324,0.002985984,5.06e-05,0.001442897,0.302,80.507,236250.0,347300.0,9764.0,1352167.0,8909,6,76.0,1,1.0,1
0,0.077854483,,-10.756,,0.084027672,,0.000697864,0.266,,30985.0,98324.0,1762.0,1252583.0,8910,10,58.0,1,2.0,1
8,0.452984832,5.0,-6.775,0.0806,0.082190014,0.0264,0.000360944,0.278,127.997,484200.0,1484439.0,12249.0,2094599.0,8911,0,13.0,1,,1
5,0.038614472,10.0,-5.972,0.0328,0.067419143,0.0,0.021484952,0.724,78.447,227030.0,56320673.0,284550.0,57227996.0,8912,7,11.0,1,1.0,1
8,0.651714363,9.0,-6.171,0.032,0.085184,0.000333,0.032157432,0.54010339,105.017,,19276946.0,148755.0,14040525.0,8913,6,46.0,1,2.0,1
7,0.126506008,8.0,-6.508,0.0356,0.157464,1.91e-05,0.001560896,0.637,137.959,197123.0,77671294.18,10095.0,55000276.0,8914,4,87.0,1,,1
2,0.041421736,5.0,-8.709,0.0319,0.131568556,1.05e-06,0.000428661,0.162,105.937,255853.0,5867403.0,42457.0,40801258.0,8915,10,54.0,1,2.0,1
8,0.033698267,0.0,-7.67,0.0346,0.555412248,2.06e-06,,0.547,136.115,252747.0,12774355.0,116245.0,38026114.0,8916,5,63.0,0,,0
1,0.031855013,5.0,-4.957,0.0414,0.116930169,0.0,0.203297472,0.560660083,174.476,,44417092.0,148955.0,39746042.0,8917,6,93.0,1,2.0,1
6,0.028372625,,-6.782,0.0352,0.082347633,2.07e-05,0.197137368,0.46,88.19,197820.0,,,30231919.0,8918,7,27.0,1,2.0,1
7,0.334255384,5.0,-5.753,0.194,0.086350888,0.0,,0.908,167.059,231916.0,162235193.0,686771.0,20800319.0,8919,7,74.0,1,2.0,1
3,0.329821177,5.0,-6.535,0.0367,0.208527857,8.36e-06,0.000238328,0.398,155.894,200385.0,169613377.0,572817.0,23502462.0,8920,7,88.0,0,2.0,0
8,0.135005697,,-6.094,,0.006644672,0.000183,,0.54135383,102.032,214181.0,85379374.0,220768.0,20194864.0,8921,6,23.0,1,2.0,1
8,0.405224,10.0,-6.17,,0.001,0.0,0.000463685,0.754,94.025,136554.0,132676993.0,545173.0,65347030.0,8922,5,5.0,0,,1
4,0.164566592,7.0,-7.806,0.0344,0.594823321,0.0257,0.001225043,0.277,89.439,151092.0,267718.0,15291.0,1983824.0,8923,6,75.0,1,1.0,1
1,0.299418309,1.0,-6.44,0.155,0.000187149,5.67e-05,,0.236,149.61,165373.0,18118277.0,165219.0,46259790.0,8924,3,56.0,1,2.0,1
6,0.151616676,2.0,-10.979,0.0698,0.003511808,0.00189,0.000915499,0.0397,108.049,180349.0,2957681.0,23960.0,7425329.0,8925,4,39.0,1,2.0,1
